"seed","phi","sample_size","model","equation","parameter","value"
60,0,1000,"Auxiliary","Q","Intercept",-0.0529493617952439
60,0,1000,"Auxiliary","Q","Slope",0.981071442038147
60,0,1000,"Auxiliary","ES","Intercept",-0.0703977333800179
60,0,1000,"Auxiliary","ES","Slope",0.965925512279836
60,0,1000,"Strict","Q","Intercept",-0.0528702237515648
60,0,1000,"Strict","Q","Slope",0.822579043735418
60,0,1000,"Strict","ES","Intercept",-0.0718909315787593
60,0,1000,"Strict","ES","Slope",0.964361354386597
61,0,1000,"Auxiliary","Q","Intercept",-0.0613864468589478
61,0,1000,"Auxiliary","Q","Slope",0.950021205594789
61,0,1000,"Auxiliary","ES","Intercept",-0.149658169562172
61,0,1000,"Auxiliary","ES","Slope",0.867739795008466
61,0,1000,"Strict","Q","Intercept",-0.0613879695148947
61,0,1000,"Strict","Q","Slope",0.796477529866144
61,0,1000,"Strict","ES","Intercept",-0.145635102210526
61,0,1000,"Strict","ES","Slope",0.871396422744774
62,0,1000,"Auxiliary","Q","Intercept",-0.0198784071278073
62,0,1000,"Auxiliary","Q","Slope",0.923344707692001
62,0,1000,"Auxiliary","ES","Intercept",0.0232060523737752
62,0,1000,"Auxiliary","ES","Slope",1.0078733498551
62,0,1000,"Strict","Q","Intercept",-0.0198837966922483
62,0,1000,"Strict","Q","Slope",0.774107553270367
62,0,1000,"Strict","ES","Intercept",0.027122286236426
62,0,1000,"Strict","ES","Slope",1.01083817244583
63,0,1000,"Auxiliary","Q","Intercept",0.281021434140103
63,0,1000,"Auxiliary","Q","Slope",1.35390245491751
63,0,1000,"Auxiliary","ES","Intercept",0.137519763004599
63,0,1000,"Auxiliary","ES","Slope",1.18654599800987
63,0,1000,"Strict","Q","Intercept",0.28102256413724
63,0,1000,"Strict","Q","Slope",1.13508353117658
63,0,1000,"Strict","ES","Intercept",0.138536950631138
63,0,1000,"Strict","ES","Slope",1.18596174754388
64,0,1000,"Auxiliary","Q","Intercept",-0.00574970111668249
64,0,1000,"Auxiliary","Q","Slope",1.01894596447468
64,0,1000,"Auxiliary","ES","Intercept",-0.221119224202378
64,0,1000,"Auxiliary","ES","Slope",0.818737022050047
64,0,1000,"Strict","Q","Intercept",-0.00575931386028494
64,0,1000,"Strict","Q","Slope",0.854254052571695
64,0,1000,"Strict","ES","Intercept",-0.215208070900797
64,0,1000,"Strict","ES","Slope",0.824515834525128
65,0,1000,"Auxiliary","Q","Intercept",0.0910627640165886
65,0,1000,"Auxiliary","Q","Slope",1.14306682498863
65,0,1000,"Auxiliary","ES","Intercept",-0.0146311398383698
65,0,1000,"Auxiliary","ES","Slope",0.997603019207537
65,0,1000,"Strict","Q","Intercept",0.0910657773195354
65,0,1000,"Strict","Q","Slope",0.958323927450564
65,0,1000,"Strict","ES","Intercept",-0.0138575642659595
65,0,1000,"Strict","ES","Slope",0.998698092080067
66,0,1000,"Auxiliary","Q","Intercept",-0.561246221965411
66,0,1000,"Auxiliary","Q","Slope",0.340183452185505
66,0,1000,"Auxiliary","ES","Intercept",-0.66114601247941
66,0,1000,"Auxiliary","ES","Slope",0.330326600586685
66,0,1000,"Strict","Q","Intercept",-0.561247116560113
66,0,1000,"Strict","Q","Slope",0.285203536739553
66,0,1000,"Strict","ES","Intercept",-0.661380896131442
66,0,1000,"Strict","ES","Slope",0.330050384429998
67,0,1000,"Auxiliary","Q","Intercept",-0.00948189035780755
67,0,1000,"Auxiliary","Q","Slope",1.00310471484047
67,0,1000,"Auxiliary","ES","Intercept",0.0294890553506826
67,0,1000,"Auxiliary","ES","Slope",1.04565905138117
67,0,1000,"Strict","Q","Intercept",-0.00975267000538649
67,0,1000,"Strict","Q","Slope",0.840739940480692
67,0,1000,"Strict","ES","Intercept",0.0314149413254809
67,0,1000,"Strict","ES","Slope",1.04794255295457
68,0,1000,"Auxiliary","Q","Intercept",0.323685465385933
68,0,1000,"Auxiliary","Q","Slope",1.43841193893265
68,0,1000,"Auxiliary","ES","Intercept",0.253606834824634
68,0,1000,"Auxiliary","ES","Slope",1.2430931743675
68,0,1000,"Strict","Q","Intercept",0.323682275123006
68,0,1000,"Strict","Q","Slope",1.20592707399744
68,0,1000,"Strict","ES","Intercept",0.256552810437005
68,0,1000,"Strict","ES","Slope",1.24602486196518
69,0,1000,"Auxiliary","Q","Intercept",-0.00445802474175494
69,0,1000,"Auxiliary","Q","Slope",0.982639042683986
69,0,1000,"Auxiliary","ES","Intercept",0.0556075860687046
69,0,1000,"Auxiliary","ES","Slope",1.01940494137247
69,0,1000,"Strict","Q","Intercept",-0.0044588131369574
69,0,1000,"Strict","Q","Slope",0.823822363896798
69,0,1000,"Strict","ES","Intercept",0.0582448741897341
69,0,1000,"Strict","ES","Slope",1.02250471606278
70,0,1000,"Auxiliary","Q","Intercept",0.097088662284406
70,0,1000,"Auxiliary","Q","Slope",1.15420891877462
70,0,1000,"Auxiliary","ES","Intercept",-0.274766823178365
70,0,1000,"Auxiliary","ES","Slope",0.698761292601003
70,0,1000,"Strict","Q","Intercept",0.0973057475906616
70,0,1000,"Strict","Q","Slope",0.967934643856666
70,0,1000,"Strict","ES","Intercept",-0.272722607346618
70,0,1000,"Strict","ES","Slope",0.700859288926049
71,0,1000,"Auxiliary","Q","Intercept",0.0040909129321125
71,0,1000,"Auxiliary","Q","Slope",0.921348507859919
71,0,1000,"Auxiliary","ES","Intercept",-0.3624671871348
71,0,1000,"Auxiliary","ES","Slope",0.529790908773165
71,0,1000,"Strict","Q","Intercept",0.00409739131768649
71,0,1000,"Strict","Q","Slope",0.772445958689146
71,0,1000,"Strict","ES","Intercept",-0.364295447658964
71,0,1000,"Strict","ES","Slope",0.528703916084847
72,0,1000,"Auxiliary","Q","Intercept",-0.09738906415798
72,0,1000,"Auxiliary","Q","Slope",0.849835686959173
72,0,1000,"Auxiliary","ES","Intercept",-0.141730917184367
72,0,1000,"Auxiliary","ES","Slope",0.820696175836772
72,0,1000,"Strict","Q","Intercept",-0.0973759430162922
72,0,1000,"Strict","Q","Slope",0.712493764068236
72,0,1000,"Strict","ES","Intercept",-0.140912516735091
72,0,1000,"Strict","ES","Slope",0.821891279213469
73,0,1000,"Auxiliary","Q","Intercept",-0.133788070107319
73,0,1000,"Auxiliary","Q","Slope",0.826807039015283
73,0,1000,"Auxiliary","ES","Intercept",-0.0257721222169498
73,0,1000,"Auxiliary","ES","Slope",0.996036256880399
73,0,1000,"Strict","Q","Intercept",-0.133787692331341
73,0,1000,"Strict","Q","Slope",0.693178039496663
73,0,1000,"Strict","ES","Intercept",-0.0230657355430302
73,0,1000,"Strict","ES","Slope",0.998687328267693
74,0,1000,"Auxiliary","Q","Intercept",-0.310324327467869
74,0,1000,"Auxiliary","Q","Slope",0.646406535381418
74,0,1000,"Auxiliary","ES","Intercept",-0.33506904533999
74,0,1000,"Auxiliary","ES","Slope",0.672212854873503
74,0,1000,"Strict","Q","Intercept",-0.310340740319064
74,0,1000,"Strict","Q","Slope",0.541915062634398
74,0,1000,"Strict","ES","Intercept",-0.332650538485214
74,0,1000,"Strict","ES","Slope",0.675241153392953
75,0,1000,"Auxiliary","Q","Intercept",-0.187965166944922
75,0,1000,"Auxiliary","Q","Slope",0.778961501771762
75,0,1000,"Auxiliary","ES","Intercept",-0.731152365385987
75,0,1000,"Auxiliary","ES","Slope",0.280217037919678
75,0,1000,"Strict","Q","Intercept",-0.1879630396085
75,0,1000,"Strict","Q","Slope",0.653065728428086
75,0,1000,"Strict","ES","Intercept",-0.731446719981781
75,0,1000,"Strict","ES","Slope",0.279092043844061
76,0,1000,"Auxiliary","Q","Intercept",0.195800271794144
76,0,1000,"Auxiliary","Q","Slope",1.20267455220076
76,0,1000,"Auxiliary","ES","Intercept",0.153036733940189
76,0,1000,"Auxiliary","ES","Slope",1.15584127296485
76,0,1000,"Strict","Q","Intercept",0.195799650096093
76,0,1000,"Strict","Q","Slope",1.00829634986765
76,0,1000,"Strict","ES","Intercept",0.153147538590979
76,0,1000,"Strict","ES","Slope",1.15626108692535
77,0,1000,"Auxiliary","Q","Intercept",-0.43840571722343
77,0,1000,"Auxiliary","Q","Slope",0.426511515353566
77,0,1000,"Auxiliary","ES","Intercept",-0.524740985201701
77,0,1000,"Auxiliary","ES","Slope",0.406171150896059
77,0,1000,"Strict","Q","Intercept",-0.438420563509017
77,0,1000,"Strict","Q","Slope",0.357563174446143
77,0,1000,"Strict","ES","Intercept",-0.53691356796879
77,0,1000,"Strict","ES","Slope",0.392714097851775
78,0,1000,"Auxiliary","Q","Intercept",0.100787364311437
78,0,1000,"Auxiliary","Q","Slope",1.07252884713412
78,0,1000,"Auxiliary","ES","Intercept",-0.206009940152186
78,0,1000,"Auxiliary","ES","Slope",0.728737619958433
78,0,1000,"Strict","Q","Intercept",0.100781864378245
78,0,1000,"Strict","Q","Slope",0.899182558309058
78,0,1000,"Strict","ES","Intercept",-0.207547306267901
78,0,1000,"Strict","ES","Slope",0.726095992855611
79,0,1000,"Auxiliary","Q","Intercept",-0.068546593331096
79,0,1000,"Auxiliary","Q","Slope",0.898305541846274
79,0,1000,"Auxiliary","ES","Intercept",-0.179105340305294
79,0,1000,"Auxiliary","ES","Slope",0.806403456227878
79,0,1000,"Strict","Q","Intercept",-0.0685411528642914
79,0,1000,"Strict","Q","Slope",0.753125188041672
79,0,1000,"Strict","ES","Intercept",-0.17989518306811
79,0,1000,"Strict","ES","Slope",0.806134175748963
80,0,1000,"Auxiliary","Q","Intercept",-0.0621184353807749
80,0,1000,"Auxiliary","Q","Slope",0.935071371983583
80,0,1000,"Auxiliary","ES","Intercept",-0.00733991224770114
80,0,1000,"Auxiliary","ES","Slope",0.989971024269032
80,0,1000,"Strict","Q","Intercept",-0.0621093486432172
80,0,1000,"Strict","Q","Slope",0.783956520510388
80,0,1000,"Strict","ES","Intercept",-0.00839550957121715
80,0,1000,"Strict","ES","Slope",0.989116849495277
81,0,1000,"Auxiliary","Q","Intercept",0.162058815094065
81,0,1000,"Auxiliary","Q","Slope",1.18601836738992
81,0,1000,"Auxiliary","ES","Intercept",0.481365241293048
81,0,1000,"Auxiliary","ES","Slope",1.49314185530807
81,0,1000,"Strict","Q","Intercept",0.162066854773136
81,0,1000,"Strict","Q","Slope",0.994336716769786
81,0,1000,"Strict","ES","Intercept",0.483000310892246
81,0,1000,"Strict","ES","Slope",1.49694381986758
82,0,1000,"Auxiliary","Q","Intercept",-0.107502102964651
82,0,1000,"Auxiliary","Q","Slope",0.882251950562915
82,0,1000,"Auxiliary","ES","Intercept",-0.263932664450173
82,0,1000,"Auxiliary","ES","Slope",0.696245766255738
82,0,1000,"Strict","Q","Intercept",-0.107514557520272
82,0,1000,"Strict","Q","Slope",0.739652583639524
82,0,1000,"Strict","ES","Intercept",-0.266730596322356
82,0,1000,"Strict","ES","Slope",0.694478082023193
83,0,1000,"Auxiliary","Q","Intercept",0.0271271028666047
83,0,1000,"Auxiliary","Q","Slope",0.987254403450967
83,0,1000,"Auxiliary","ES","Intercept",0.0130098054661232
83,0,1000,"Auxiliary","ES","Slope",0.961384770962113
83,0,1000,"Strict","Q","Intercept",0.027128055335593
83,0,1000,"Strict","Q","Slope",0.827695046169548
83,0,1000,"Strict","ES","Intercept",0.0167522990598079
83,0,1000,"Strict","ES","Slope",0.965299195651098
84,0,1000,"Auxiliary","Q","Intercept",-0.151742507303881
84,0,1000,"Auxiliary","Q","Slope",0.767539861531857
84,0,1000,"Auxiliary","ES","Intercept",-0.438567036791839
84,0,1000,"Auxiliary","ES","Slope",0.513063579055879
84,0,1000,"Strict","Q","Intercept",-0.151748199805908
84,0,1000,"Strict","Q","Slope",0.643483078744803
84,0,1000,"Strict","ES","Intercept",-0.440637475608507
84,0,1000,"Strict","ES","Slope",0.510997817137568
85,0,1000,"Auxiliary","Q","Intercept",0.321427399647026
85,0,1000,"Auxiliary","Q","Slope",1.40894894882045
85,0,1000,"Auxiliary","ES","Intercept",0.128592827801515
85,0,1000,"Auxiliary","ES","Slope",1.13560816056671
85,0,1000,"Strict","Q","Intercept",0.321385392565624
85,0,1000,"Strict","Q","Slope",1.18118599460308
85,0,1000,"Strict","ES","Intercept",0.127872006657162
85,0,1000,"Strict","ES","Slope",1.13464055182464
86,0,1000,"Auxiliary","Q","Intercept",0.0341894173421444
86,0,1000,"Auxiliary","Q","Slope",1.08035300490946
86,0,1000,"Auxiliary","ES","Intercept",-0.0554143404035043
86,0,1000,"Auxiliary","ES","Slope",0.939352330775302
86,0,1000,"Strict","Q","Intercept",0.0341841002375298
86,0,1000,"Strict","Q","Slope",0.905739167046513
86,0,1000,"Strict","ES","Intercept",-0.0569364707403872
86,0,1000,"Strict","ES","Slope",0.937935383660401
87,0,1000,"Auxiliary","Q","Intercept",0.23303532464451
87,0,1000,"Auxiliary","Q","Slope",1.31483696409207
87,0,1000,"Auxiliary","ES","Intercept",0.145464862517378
87,0,1000,"Auxiliary","ES","Slope",1.14452304686175
87,0,1000,"Strict","Q","Intercept",0.233031530294298
87,0,1000,"Strict","Q","Slope",1.10233035006026
87,0,1000,"Strict","ES","Intercept",0.149174133067199
87,0,1000,"Strict","ES","Slope",1.14781551807404
88,0,1000,"Auxiliary","Q","Intercept",-0.0511669954899068
88,0,1000,"Auxiliary","Q","Slope",0.951002044762974
88,0,1000,"Auxiliary","ES","Intercept",-0.375911378572142
88,0,1000,"Auxiliary","ES","Slope",0.654028606531201
88,0,1000,"Strict","Q","Intercept",-0.0511701991428155
88,0,1000,"Strict","Q","Slope",0.797296748309311
88,0,1000,"Strict","ES","Intercept",-0.375897800135076
88,0,1000,"Strict","ES","Slope",0.653735461814131
89,0,1000,"Auxiliary","Q","Intercept",0.196289926980373
89,0,1000,"Auxiliary","Q","Slope",1.22850320721054
89,0,1000,"Auxiliary","ES","Intercept",0.101428159560802
89,0,1000,"Auxiliary","ES","Slope",1.09842215222779
89,0,1000,"Strict","Q","Intercept",0.196299981431111
89,0,1000,"Strict","Q","Slope",1.02995637773769
89,0,1000,"Strict","ES","Intercept",0.101966689980791
89,0,1000,"Strict","ES","Slope",1.0994349722492
90,0,1000,"Auxiliary","Q","Intercept",0.129109104404581
90,0,1000,"Auxiliary","Q","Slope",1.18044181341296
90,0,1000,"Auxiliary","ES","Intercept",-0.102688961598428
90,0,1000,"Auxiliary","ES","Slope",0.909143087161183
90,0,1000,"Strict","Q","Intercept",0.129109366646975
90,0,1000,"Strict","Q","Slope",0.989657751419188
90,0,1000,"Strict","ES","Intercept",-0.102780324194678
90,0,1000,"Strict","ES","Slope",0.909789230680993
91,0,1000,"Auxiliary","Q","Intercept",-0.208420943272877
91,0,1000,"Auxiliary","Q","Slope",0.809472092737638
91,0,1000,"Auxiliary","ES","Intercept",-0.128803872573398
91,0,1000,"Auxiliary","ES","Slope",0.888955822494875
91,0,1000,"Strict","Q","Intercept",-0.208428481023011
91,0,1000,"Strict","Q","Slope",0.678635347716747
91,0,1000,"Strict","ES","Intercept",-0.129628799123393
91,0,1000,"Strict","ES","Slope",0.888305414495681
92,0,1000,"Auxiliary","Q","Intercept",-0.0690406853978409
92,0,1000,"Auxiliary","Q","Slope",0.961869395797647
92,0,1000,"Auxiliary","ES","Intercept",-0.167087714951409
92,0,1000,"Auxiliary","ES","Slope",0.87574865532476
92,0,1000,"Strict","Q","Intercept",-0.069014093800525
92,0,1000,"Strict","Q","Slope",0.806423007263162
92,0,1000,"Strict","ES","Intercept",-0.161941665685637
92,0,1000,"Strict","ES","Slope",0.88128513623884
93,0,1000,"Auxiliary","Q","Intercept",-0.256476879461033
93,0,1000,"Auxiliary","Q","Slope",0.743117272877092
93,0,1000,"Auxiliary","ES","Intercept",-0.237058023512847
93,0,1000,"Auxiliary","ES","Slope",0.806763077115201
93,0,1000,"Strict","Q","Intercept",-0.256467864089738
93,0,1000,"Strict","Q","Slope",0.623023535067461
93,0,1000,"Strict","ES","Intercept",-0.235949448635365
93,0,1000,"Strict","ES","Slope",0.807657389607498
94,0,1000,"Auxiliary","Q","Intercept",-0.0390919823335156
94,0,1000,"Auxiliary","Q","Slope",0.923221923574913
94,0,1000,"Auxiliary","ES","Intercept",-0.0317342967098881
94,0,1000,"Auxiliary","ES","Slope",0.942912849399254
94,0,1000,"Strict","Q","Intercept",-0.0390928365996595
94,0,1000,"Strict","Q","Slope",0.77400899172443
94,0,1000,"Strict","ES","Intercept",-0.0347411788497907
94,0,1000,"Strict","ES","Slope",0.940148485231907
95,0,1000,"Auxiliary","Q","Intercept",-0.0532972894642127
95,0,1000,"Auxiliary","Q","Slope",0.884034976240161
95,0,1000,"Auxiliary","ES","Intercept",-0.178885877685588
95,0,1000,"Auxiliary","ES","Slope",0.825258309334465
95,0,1000,"Strict","Q","Intercept",-0.0530619852951342
95,0,1000,"Strict","Q","Slope",0.741325245371053
95,0,1000,"Strict","ES","Intercept",-0.17832322820598
95,0,1000,"Strict","ES","Slope",0.825791980251016
96,0,1000,"Auxiliary","Q","Intercept",-0.115869859132496
96,0,1000,"Auxiliary","Q","Slope",0.913500974291196
96,0,1000,"Auxiliary","ES","Intercept",-0.0399862023045459
96,0,1000,"Auxiliary","ES","Slope",1.00154079626357
96,0,1000,"Strict","Q","Intercept",-0.115828264589636
96,0,1000,"Strict","Q","Slope",0.765885724324033
96,0,1000,"Strict","ES","Intercept",-0.037031464408817
96,0,1000,"Strict","ES","Slope",1.00436687397489
97,0,1000,"Auxiliary","Q","Intercept",-0.160084294291093
97,0,1000,"Auxiliary","Q","Slope",0.784600519204375
97,0,1000,"Auxiliary","ES","Intercept",0.0632008298703393
97,0,1000,"Auxiliary","ES","Slope",1.05998458784164
97,0,1000,"Strict","Q","Intercept",-0.160076976331017
97,0,1000,"Strict","Q","Slope",0.657797210492309
97,0,1000,"Strict","ES","Intercept",0.0628806334536738
97,0,1000,"Strict","ES","Slope",1.05994089999315
98,0,1000,"Auxiliary","Q","Intercept",0.0321270834272811
98,0,1000,"Auxiliary","Q","Slope",1.03980898839688
98,0,1000,"Auxiliary","ES","Intercept",-0.0609952742730955
98,0,1000,"Auxiliary","ES","Slope",0.933872385097197
98,0,1000,"Strict","Q","Intercept",0.0321221493066732
98,0,1000,"Strict","Q","Slope",0.871748240407314
98,0,1000,"Strict","ES","Intercept",-0.0599433530495834
98,0,1000,"Strict","ES","Slope",0.934820602927277
99,0,1000,"Auxiliary","Q","Intercept",-0.0442437759159726
99,0,1000,"Auxiliary","Q","Slope",0.978975875272574
99,0,1000,"Auxiliary","ES","Intercept",-0.0706401911331345
99,0,1000,"Auxiliary","ES","Slope",0.920170807291758
99,0,1000,"Strict","Q","Intercept",-0.0442429408410092
99,0,1000,"Strict","Q","Slope",0.820752872701199
99,0,1000,"Strict","ES","Intercept",-0.0704089764834508
99,0,1000,"Strict","ES","Slope",0.920439186227716
100,0,1000,"Auxiliary","Q","Intercept",-0.415987272434749
100,0,1000,"Auxiliary","Q","Slope",0.597299853500301
100,0,1000,"Auxiliary","ES","Intercept",-0.457791573629901
100,0,1000,"Auxiliary","ES","Slope",0.598126794173105
100,0,1000,"Strict","Q","Intercept",-0.415995674935723
100,0,1000,"Strict","Q","Slope",0.500755936472526
100,0,1000,"Strict","ES","Intercept",-0.45568016046216
100,0,1000,"Strict","ES","Slope",0.600360189709051
101,0,1000,"Auxiliary","Q","Intercept",-0.345431317362574
101,0,1000,"Auxiliary","Q","Slope",0.538291279269505
101,0,1000,"Auxiliary","ES","Intercept",-0.353533208892258
101,0,1000,"Auxiliary","ES","Slope",0.574988996219548
101,0,1000,"Strict","Q","Intercept",-0.345433797754957
101,0,1000,"Strict","Q","Slope",0.451288842740889
101,0,1000,"Strict","ES","Intercept",-0.353439667531257
101,0,1000,"Strict","ES","Slope",0.574564118769184
102,0,1000,"Auxiliary","Q","Intercept",-0.0849698664648582
102,0,1000,"Auxiliary","Q","Slope",0.828462376061536
102,0,1000,"Auxiliary","ES","Intercept",-0.219543035797265
102,0,1000,"Auxiliary","ES","Slope",0.683412320251376
102,0,1000,"Strict","Q","Intercept",-0.084961088116867
102,0,1000,"Strict","Q","Slope",0.694575075277282
102,0,1000,"Strict","ES","Intercept",-0.221697081605599
102,0,1000,"Strict","ES","Slope",0.680938421103593
103,0,1000,"Auxiliary","Q","Intercept",-0.306042851112921
103,0,1000,"Auxiliary","Q","Slope",0.532918765659394
103,0,1000,"Auxiliary","ES","Intercept",-0.294115027789619
103,0,1000,"Auxiliary","ES","Slope",0.612383773651623
103,0,1000,"Strict","Q","Intercept",-0.306110538375928
103,0,1000,"Strict","Q","Slope",0.446734185648224
103,0,1000,"Strict","ES","Intercept",-0.292593440647695
103,0,1000,"Strict","ES","Slope",0.614060051142125
104,0,1000,"Auxiliary","Q","Intercept",-0.157139077648769
104,0,1000,"Auxiliary","Q","Slope",0.740860957463095
104,0,1000,"Auxiliary","ES","Intercept",-0.0346995791811848
104,0,1000,"Auxiliary","ES","Slope",0.894694961384905
104,0,1000,"Strict","Q","Intercept",-0.157139261729257
104,0,1000,"Strict","Q","Slope",0.621122267305038
104,0,1000,"Strict","ES","Intercept",-0.0381839242690252
104,0,1000,"Strict","ES","Slope",0.89074353451053
105,0,1000,"Auxiliary","Q","Intercept",-0.0672281309338381
105,0,1000,"Auxiliary","Q","Slope",0.862630804002927
105,0,1000,"Auxiliary","ES","Intercept",-0.071975488787773
105,0,1000,"Auxiliary","ES","Slope",0.829859698158671
105,0,1000,"Strict","Q","Intercept",-0.0672214537729345
105,0,1000,"Strict","Q","Slope",0.723221301466562
105,0,1000,"Strict","ES","Intercept",-0.0773095342246626
105,0,1000,"Strict","ES","Slope",0.825372453619281
106,0,1000,"Auxiliary","Q","Intercept",0.0262520038760237
106,0,1000,"Auxiliary","Q","Slope",0.990238081960673
106,0,1000,"Auxiliary","ES","Intercept",-0.153146107755377
106,0,1000,"Auxiliary","ES","Slope",0.786505830679367
